42.62924528;13.28963349
42.63052811;13.28863433
42.62842679;13.28795525
42.63056869;13.28825554
42.62804061;13.28968288
42.62829057;13.28947313
42.63013666;13.28909642
42.6289044;13.28751058
42.62798085;13.28845042
42.62838126;13.28874902
42.63045761;13.28919622
42.63034221;13.28930746
42.63019477;13.2901018
42.6288701;13.28926531
42.62988423;13.28864097
42.63080058;13.28947502
42.62924712;13.28807825
42.62843378;13.28802267
42.62800932;13.28956233
42.6300936;13.2879382
42.62858208;13.28819825
42.62924722;13.28816836
42.63019647;13.28755282
42.63008777;13.28822135
42.62857102;13.28886977
42.63012967;13.28912583
42.63019362;13.28881214
42.62988647;13.28802014
42.63056019;13.28790215
42.63024461;13.28958498
