42.62652222;13.29566953
42.62693272;13.29507329
42.62617281;13.29941836
42.62613406;13.29114488
42.6271881;13.30018298
42.62579544;13.30186514
42.62596087;13.3004491
42.62652907;13.29705972
42.62653324;13.29917691
42.62600896;13.29721449
42.6259172;13.29827924
42.62699064;13.29544524
42.62698303;13.29715195
42.6269656;13.29100045
42.62644265;13.29995317
42.62689692;13.2936498
42.62657033;13.30128127
42.62622511;13.300896
42.62659946;13.29314407
42.626682;13.29882533
42.62697443;13.29844758
42.62659848;13.30064552
42.62636542;13.29933529
42.62642533;13.29355519
42.6269309;13.29142113
42.62600799;13.29220079
42.62596664;13.29230832
42.62573571;13.29579051
42.62624694;13.29662083
42.62624034;13.30072582
42.62723646;13.29545139
42.62680331;13.29904564
42.62689603;13.29999884
42.62617903;13.29105046
42.62589748;13.29575892
42.62625741;13.29189588
42.62716571;13.29730916
42.62689645;13.30134515
42.62654344;13.29194655
42.62669758;13.29048274
42.62660837;13.29694994
42.62682196;13.29558044
42.62597048;13.29796868
42.6259658;13.29904206
42.62665246;13.30158307
42.62704674;13.29695516
42.62668535;13.30062717
42.6257525;13.29126723
42.62596922;13.29537928
42.62607783;13.29709253
